price,number_of_rooms,size_of_the_apartment,floor_number,address,description
799.0,3,104.0,2,Poznań Luboń ul. Jachtowa-Apartament, drugie piÄ™tro 
298.0,3,62.3,2,Poznań Jeżyce ul. Z Widokiem Na Park Zacisznie Położone, drugie piÄ™tro 
255.84,2,42.64,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
240.0,2,47.0,9,Poznań Winogrady,
319.0,2,55.0,1,Poznań Nowe Miasto ul. Pobiedziska,
362.34,3,89.2,1,Baranowo Poznań Przeźmierowo Wysogotow ul. Osiedle Białe Poznań Chyby Dąbrowa,
375.0,2,54.0,1,Poznań Rataje ul. Katowicka Polanka,
278.0,3,47.41,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
193.0,2,43.0,2,Poznań Grunwald ul. Bułgarska, drugie piÄ™tro 
408.45599999999996,2,65.88,1,Poznań Winogrady ul. Hawelańska,
234.0,3,70.13,1,Poznań Łazarz ul. Łukaszewicza,
290.58799999999997,3,47.25,8,Poznań Winogrady ul. Hawelańska,
295.546,3,49.54,8,Poznań Winogrady ul. Hawelańska,
319.0,2,65.9,2,Poznań Poznań-Stare Miasto ul. 27 Grudnia, drugie piÄ™tro 
397.0,3,91.0,2,Poznań Wilda, drugie piÄ™tro 
535.0,3,67.3,1,Poznań Grunwald ul. Grunwald Brzask Ataner,
528.18,4,88.03,1,Poznań Poznań-Grunwald ul. Bosa,
394.48699999999997,3,64.67,6,Poznań Piątkowo ul. Kurpińskiego,
377.515,2,63.72,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
415.0,2,52.5,4,Poznań Garbary,
239.0,2,44.0,3,Poznań, trzecie
120.0,1,22.0,1,Poznań Dębiec Wilda Centrum ul. Czechosłowacka,
395.0,3,73.6,1,Poznań Grunwald ul. Promienista,
349.0,4,74.0,2,Poznań Piątkowo ul. Różany Potok, drugie piÄ™tro 
159.0,1,29.0,1,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza,
205.963,2,33.49,2,Poznań Winogrady, drugie piÄ™tro 
245.0,2,48.8,1,Poznań Piątkowo,
499.0,3,78.0,3,Poznań Nowe Miasto ul. Urbanowska, trzecie
305.0,3,63.4,4,Poznań Piątkowo ul. Os. Bolesława Chrobrego,
395.0,3,63.1,1,Poznań Stare Miasto ul. Nowowiejskiego,
272.92400000000004,2,44.02,1,Poznań Piątkowo ul. Kurpińskiego,
459.0,3,108.0,3,Poznań Grunwald ul. Palacza Grunwald Górczyn Centrum, trzecie
326.76099999999997,3,54.01,4,Poznań Winogrady ul. Hawelańska,
420.0,3,66.2,4,Poznań Stare Miasto ul. Os. Batorego Winda 2 Balkony 2006 Rok,
250.0,2,44.0,1,Poznań Jeżyce ul. Mylna,
229.622,2,39.59,1,Poznań Wilda ul. Rolna 37 I 39,
464.0,4,78.0,1,Poznań Podolany ul. Strzeszyńska Suchy Las,
227.76,2,37.96,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
371.0,3,91.0,4,Poznań Grunwald ul. Kossaka,
247.355,2,40.55,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
299.222,2,45.0,3,Poznań Ogrody, trzecie
319.3,2,51.5,1,Poznań Winogrady ul. Hawelańska,
278.615,2,54.1,2,Poznań ul. Głogowska, drugie piÄ™tro 
288.858,2,46.59,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
275.91200000000003,2,49.27,1,Poznań ul. Karpia 25,
215.0,2,39.0,2,Poznań Dębiec ul. Czeremchowa, drugie piÄ™tro 
259.0,2,36.0,4,Poznań Stare Miasto Naramowice ul. Błażeja,
190.0,1,39.0,1,Poznań Wilda ul. Kosińskiego 25/13,
224.0,1,40.67,4,Poznań Stare Miasto ul. Piaskowa,
299.0,3,63.1,5,Poznań Grunwald ul. Os. Kopernika,
363.785,3,65.2,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak Program Mieszkanie Dla Młodych,
765.204,5,112.53,4,Poznań Wilda ul. Św. Czesława,
363.13300000000004,3,59.53,7,Poznań Piątkowo ul. Kurpińskiego,
245.0,1,33.0,2,Poznań Piątkowo ul. Os. Batorego, drugie piÄ™tro 
149.0,1,28.0,4,Poznań Wilda Centrum ul. 28 Czerwca 1956 R./ Hetmańska,
491.82,4,81.97,2,Poznań Poznań-Grunwald ul. Bosa, drugie piÄ™tro 
360.0,3,58.8,3,Poznań Strzeszyn ul. Literacka, trzecie
255.465,2,40.55,6,Poznań Winogrady ul. Hawelańska,
199.0,1,34.0,4,Poznań Nowe Miasto ul. Tomickiego,
249.0,2,41.0,3,Poznań Rataje Chartowo Starołęka Malta ul. Oświecenia, trzecie
282.839,3,47.41,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
350.0,2,54.0,1,Poznań ul. Głogowska,
203.0,2,37.0,3,Poznań Sołacz ul. Sokoła, trzecie
220.0,1,33.2,4,Poznań Jeżyce ul. Ogrody,
279.0,2,50.0,4,Poznań Piątkowo Morasko Winogrady ul. Wysoki Standard Po Remoncie,
319.0,4,63.0,7,Poznań Rataje ul. Os. Rusa,
359.0,3,68.0,1,Poznań Dębiec ul. Czeremchowa,
217.69,2,39.58,1,Poznań Wilda ul. Rolna 37 I 39,
733.248,3,96.48,1,Poznań ul. Droga Dębińska 19,
255.59,2,41.9,1,Poznań ul. Umultowska,
354.64,2,57.2,8,Poznań Piątkowo ul. Kurpińskiego,
296.56,3,49.71,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
252.0,2,47.0,9,Poznań Winogrady ul. Wichrowe Wzgórza,
535.859,4,83.6,4,Poznań Grunwald ul. Kamiennogórska,
199.0,2,55.0,2,Poznań Jeżyce ul. Jana Henryka Dąbrowskiego 71, drugie piÄ™tro 
240.0,2,50.6,3,Poznań Nowe Miasto ul. Tomickiego, trzecie
250.0,2,45.0,3,Poznań Grunwald, trzecie
375.0,2,88.91,1,Poznań Nowe Miasto Głowieniec ul. Sędziwoja,
185.0,2,38.0,10,Poznań Górczyn Łazarz Grunwald ul. Głogowska,
195.0,1,35.0,10,Poznań Nowe Miasto Orła Białego ul. Os. Orła Białego,
289.0,2,51.0,3,Poznań Grunwald ul. Smardzewska, trzecie
340.0,2,54.0,1,Poznań Górczyn ul. Głogowska,
465.0,4,69.0,3,Poznań Naramowice ul. Karpia, trzecie
250.0,1,34.0,3,Poznań Piątkowo ul. Mateckiego, trzecie
249.76,2,44.6,3,Poznań Grunwald ul. Hetmańska, trzecie
194.0,1,37.0,2,Poznań Grunwald Łazarz ul. Klaudyny Potockiej Lodowa, drugie piÄ™tro 
289.32,2,52.6,1,Poznań Łazarz,
1000.0,4,166.0,3,Poznań Centrum ul. Grochowe Łąki, trzecie
305.361,2,48.47,4,Poznań Piątkowo ul. Kurpińskiego,
312.0,3,71.0,2,Poznań Rataje ul. Os. Orła Białego, drugie piÄ™tro 
330.43300000000005,2,57.19,2,Poznań Nowe Miasto ul. Ul. Milczańska 1, drugie piÄ™tro 
423.0,2,58.0,2,Poznań Wilda ul. Kosińskiego, drugie piÄ™tro 
169.0,1,26.0,1,Poznań Poznań-Grunwald ul. Jana Matejki,
349.0,3,51.0,1,Poznań Naramowice,
215.0,1,34.4,4,Poznań Winogrady,
217.09799999999998,1,34.46,5,Poznań Winogrady ul. Hawelańska,
158.0,1,32.0,1,Poznań Wilda Łazarz Jeżyce Centrum ul. Robocza Ul.,
213.0,1,37.0,2,Poznań Grunwald, drugie piÄ™tro 
209.99,1,37.0,2,Poznań Grunwald Górczyn ul. Daleka, drugie piÄ™tro 
185.0,1,35.0,1,Poznań Rataje Śródka Zawady Centrum ul. Tomickiego,
229.0,1,35.09,2,Poznań Stare Miasto Winogrady ul. Winogrady Cytadela Wykończone !, drugie piÄ™tro 
170.0,1,29.0,2,Poznań Jeżyce Centrum Ogrody ul. Dąbrowskiego, drugie piÄ™tro 
320.77,3,55.21,5,Poznań Nowe Miasto ul. Smolna 13 D,
240.0,2,38.0,1,Poznań Wilda ul. Fabryczna,
199.0,2,38.1,1,Poznań Winogrady ul. Os. Przyjaźni,
457.47,3,70.38,5,Poznań Jeżyce ul. Botaniczna,
267.568,2,45.66,4,Poznań Nowe Miasto ul. Smolna 13 D,
425.0,2,52.3,1,Poznań ul. Mogileńska,
255.0,2,50.0,4,Poznań Winogrady Sołacz Piątkowo ul. Chrobrego,
205.563,2,32.89,7,Poznań Winogrady ul. Hawelańska,
461.5,3,71.3,1,Poznań Centrum ul. Bóżnicza,
194.80900000000003,2,33.53,1,Poznań Nowe Miasto ul. Smolna 13 D,
278.0,2,50.0,2,Poznań Naramowice ul. Błażeja, drugie piÄ™tro 
198.9,1,85.0,1,Poznań Centrum ul. Długa,
360.0,4,74.0,1,Poznań Piątkowo Winogrady Sołacz Naramowice Cent ul. Chrobrego - Dobra Cena!!!,
320.0,2,53.7,2,Poznań Grunwald ul. Smoluchowskiego, drugie piÄ™tro 
260.0,2,49.0,10,Poznań Piątkowo Winogrady Sołacz Naramowice Jeży ul. Chrobrego,
330.0,2,46.0,3,Poznań ul. Poszukuję 2-U Pok. Po 2000 R., trzecie
468.0,4,69.0,3,Poznań Naramowice ul. Karpia, trzecie
265.0,2,41.2,5,Poznań ul. Franciszka Morawskiego,
215.0,2,38.4,2,Poznań Dębiec ul. Ok. Łozowej, drugie piÄ™tro 
310.0,4,74.2,4,Poznań Grunwald ul. Grottgera,
223.47,1,34.38,1,Poznań Poznań-Grunwald ul. Bosa,
251.4,2,41.9,1,Poznań ul. Apartamenty Klifowa W Rewalu Z Widokiem N,
499.0,5,126.5,1,Poznań Jeżyce,
185.0,2,44.0,1,Poznań Centrum ul. Mottego,
302.61,2,45.85,8,Poznań Piątkowo ul. Kurpińskiego,
312.0,3,64.0,4,Poznań Winogrady Sołacz Piątkowo ul. Zwycięstwa,
262.0,3,52.4,3,Poznań Naramowice ul. Sarmacka, trzecie
235.0,2,38.0,12,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Pod Lipami,
281.312,3,47.2,4,Poznań Nowe Miasto ul. Smolna 13 D,
320.0,2,74.2,2,Poznań Poznań-Wilda ul. Jana Kilińskiego, drugie piÄ™tro 
150.0,1,27.82,1,Poznań Stare Miasto ul. Chwaliszewo Wenecjańska,
255.0,1,37.0,3,Poznań Stare Miasto, trzecie
279.0,2,50.0,1,Poznań Centrum ul. Garbary,
370.0,2,48.6,3,Poznań Nowe Miasto Rataje, trzecie
305.0,3,75.0,3,Poznań Grunwald Łazarz ul. Ul.Hetmańska, trzecie
430.0,4,104.3,1,Poznań Wilda ul. Żupańskiego,
268.832,2,43.36,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
237.06,2,39.51,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
470.0,4,70.0,3,Poznań Naramowice, trzecie
278.0,3,60.0,2,Poznań Rataje ul. Falista, drugie piÄ™tro 
1083.4560000000001,3,125.4,1,Poznań Grunwald/Łazarz,
199.0,1,34.4,2,Poznań Centrum Stare Miasto ul. Centrum, drugie piÄ™tro 
330.0,3,60.0,3,Poznań Dębiec, trzecie
299.0,2,49.0,1,Poznań Nowe Miasto,
329.0,2,43.5,2,Poznań Grunwald ul. Brzask, drugie piÄ™tro 
380.0,3,64.0,4,Poznań Piątkowo,
310.0,2,60.0,3,Poznań Centrum ul. Głogowska, trzecie
344.0,3,62.5,1,Poznań Wilda ul. Powstańcza,
329.0,3,75.0,1,Poznań Winogrady ul. Idealne 3 Pok. Na Biuro,
350.0,3,92.0,1,Poznań Komorniki Plewiska Luboń ul. Północna,
264.0,3,71.0,8,Poznań Rataje Nowe Miasto ul. Orła Białego - Wolne Od Zaraz !,
269.0,2,44.0,10,Poznań Rataje ul. Chartowo Malta,
170.0,1,30.0,6,Poznań,
259.0,2,43.0,1,Poznań Chwaliszewo ul. Czartoria,
265.0,2,50.0,4,Poznań Poznań-Wilda ul. Dezyderego Chłapowskiego,
245.0,2,40.0,3,Poznań Łazarz, trzecie
265.986,2,42.22,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
221.688,2,35.47,5,Poznań Winogrady ul. Hawelańska,
149.0,1,20.0,5,Poznań Ogrody ul. Szpitalna,
179.0,2,34.43,1,Poznań Zawady,
323.694,2,51.38,5,Poznań Winogrady ul. Lechicka Okolice,
279.0,2,49.8,1,Poznań ul. Garbary,
319.5,5,63.0,7,Poznań Rataje Śródka Centrum Zawady Łazarz Wilda ul. Rusa- Idealne Na Inwestycję!!!,
770.0,4,112.0,1,Poznań Wilda ul. Wierzbięcice,
275.0,2,53.0,2,Poznań Winogrady ul. Zbożowa, drugie piÄ™tro 
209.0,2,44.0,10,Poznań Rataje Nowe Miasto Malta ul. Os. Piastowskie,
650.0,4,159.2,1,Poznań Centrum Śródmieście ul. Ratajczaka,
549.0,3,62.8,5,Poznań Wilczak ul. Serbska Mieszkanie Przy Warcie,
262.35,2,56.1,4,Poznań Grunwald,
199.0,1,23.0,2,Poznań ul. Garbary 49/6a, drugie piÄ™tro 
301.053,2,47.41,4,Poznań Jeżyce ul. Polna 28,
350.0,3,65.7,3,Poznań Stare Miasto Piątkowo ul. Osiedle Bolesława Chrobrego, trzecie
355.0,2,54.1,2,Poznań Piątkowo ul. Mateckiego, drugie piÄ™tro 
243.30599999999998,2,38.62,6,Poznań Winogrady ul. Hawelańska,
315.0,3,64.0,1,Poznań Rataje Łazarz Wilda Zawady ul. Stare Żegrze Os.,
550.0,2,49.0,8,Poznań Śródka ul. Tomickiego 1,
191.25,2,33.9,1,Poznań Grunwald ul. Kanałowa Kolejowa Graniczna,
300.0,3,73.4,1,Poznań Grunwald ul. Hetmańska,
279.0,2,49.8,1,Poznań Centrum ul. Garbary,
590.0,3,91.0,6,Poznań Piątkowo ul. Opieńskiego,
435.0,4,118.2,2,Poznań Jeżyce Centrum ul. Dąbrowskiego, drugie piÄ™tro 
776.205,5,141.2,5,Poznań Grunwald ul. Kamiennogórska,
325.692,2,43.6,1,Poznań ul. Droga Dębińska 19,
240.0,2,39.0,2,Poznań Dębiec ul. Czeremchowa, drugie piÄ™tro 
549.0,3,85.0,3,Poznań Centrum, trzecie
429.0,4,120.0,1,Poznań Smochowice ul. Słupska / Polanowska,
320.0,2,50.0,4,Poznań Jeżyce ul. Dąbrowskiego 80 Mieszkanie Bez Pcc,
278.246,2,49.16,1,Poznań Nowe Miasto ul. Smolna 13 D,
267.89799999999997,2,46.51,1,Poznań Nowe Miasto ul. Smolna 13 D,
298.0,3,64.0,1,Poznań Grunwald ul. Raszkowska,
280.0,3,64.8,5,Poznań Rataje ul. Orła Białego Dopłata Mdm,
797.5,4,106.34,1,Poznań Winogrady ul. Winogrady,
344.088,2,47.2,2,Poznań Jeżyce Jeżyce, drugie piÄ™tro 
445.0,5,157.3,1,Poznań Grunwald,
1300.0,3,100.0,1,Poznań Łazarz ul. Wyspiańskiego City Park,
296.068,2,49.48,3,Poznań Poznań-Stare Miasto, trzecie
243.0,2,46.2,2,Poznań Dębiec ul. Ok. Łozowej, drugie piÄ™tro 
399.0,2,52.6,4,Poznań Wilda ul. Saperska,
219.675,2,37.17,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
320.0,2,49.0,4,Poznań Winogrady,
385.825,3,63.25,7,Poznań Piątkowo ul. Kurpińskiego,
264.0,2,42.0,2,Poznań Grunwald ul. Przepiórcza Spokojne Osiedle, drugie piÄ™tro 
245.0,2,43.0,2,Poznań Wilda, drugie piÄ™tro 
279.0,2,45.5,3,Poznań Stare Miasto Piątkowo ul. Os. Zygmunta Starego, trzecie
310.0,3,65.0,4,Poznań Winogrady ul. Os. Zwycięstwa / Wichrowe Wzgórze / Przyj,
299.0,1,42.0,3,Poznań Jeżyce ul. Kościelna, trzecie
345.0,2,48.0,9,Poznań Stare Miasto ul. Os. Przyjaźni,
239.9,4,94.9,1,Poznań Jeżyce ul. Sianowska Czaplinecka Człuchowska,
360.0,3,55.0,1,Poznań Nowe Miasto Centrum ul. Bóżnicza,
249.636,2,53.3,2,Poznań Baranowo Baranowo ul. Szamotulska, drugie piÄ™tro 
270.20799999999997,2,42.22,7,Poznań Piątkowo ul. Kurpińskiego,
206.584,1,33.32,4,Poznań Winogrady ul. Hawelańska,
508.579,2,31.79,4,Poznań Stare Miasto ul. Dominikańska,
247.312,2,42.64,1,Poznań Wilda ul. Rolna 37 I 39,
325.0,2,47.0,1,Poznań Wilda ul. Przemysłowa,
370.702,2,62.57,6,Poznań Piątkowo ul. Kurpińskiego,
320.0,2,47.0,1,Poznań Naramowice,
355.0,3,45.0,1,Poznań Łazarz ul. Grottgera 15/12,
262.0,2,48.0,7,Poznań Grunwald Górczyn,
768.2,4,167.4,3,Poznań Jeżyce ul. Mickiewicza, trzecie
245.0,2,42.0,1,Poznań Wilda ul. 28 Czerwca 1956 R,
200.0,2,40.0,3,Poznań Wilda ul. Wierzbięcice, trzecie
167.99900000000002,1,37.0,1,Poznań Wilda ul. Dezyderego Adama Chłapowskiego,
295.0,3,48.0,4,Poznań Nowe Miasto ul. Armii Krajowej,
318.0,3,69.5,11,Poznań Piątkowo ul. Os. Bolesława Chrobrego,
315.0,3,60.0,4,Poznań Rataje ul. Stare Żegrze,
269.0,2,54.0,4,Poznań Luboń Dębiec ul. Wschodnia,
380.0,3,67.0,1,Poznań Łazarz,
265.0,3,47.3,2,Poznań Stare Miasto ul. Os. Kosmonautów Niski Blok, drugie piÄ™tro 
288.44599999999997,3,48.35,1,Poznań Winogrady,
345.0,3,74.71,1,Poznań Piątkowo Umultowo ul. Drewsa,
184.8,2,44.0,1,Poznań Dębiec Wilda Klonowa Niski Blok Okazja! ul. Klonowa,
265.0,2,52.17,2,Poznań Nowe Miasto ul. Główna, drugie piÄ™tro 
262.69,2,48.2,2,Poznań Rataje ul. Bnińska, drugie piÄ™tro 
335.0,3,64.3,6,Poznań Stare Miasto Piątkowo ul. Osiedle Jana Iii Sobieskiego,
329.0,2,50.0,1,Poznań Rataje Malta Chartowo Starołęka Śródk ul. Piastowskie,
896.0,5,127.64,1,Poznań Stare Miasto Winogrady,
218.59900000000002,2,47.05,2,Poznań Grunwald, drugie piÄ™tro 
199.0,3,68.75,1,Poznań Naramowice ul. Naramowicka,
199.83599999999998,1,85.4,1,Poznań Centrum ul. Długa,
297.0,3,51.0,1,Poznań Grunwald ul. Jesienna 23,
639.0,3,78.0,5,Poznań Jeżyce ul. Poznańska,
154.0,1,25.0,3,Poznań Grunwald Górczyn Łazarz Centrum Ogrody ul. Arciszewskiego, trzecie
259.0,2,49.0,8,Poznań Piątkowo ul. Piątkowo Os. Bolesława Śmiałego Os. B.,
330.19300000000004,3,54.13,4,Poznań Piątkowo ul. Kurpińskiego,
270.0,2,66.8,3,Poznań Jeżyce, trzecie
281.356,2,45.38,5,Poznań Winogrady ul. Hawelańska,
480.0,4,96.0,1,Poznań Plewiska ul. Zachodnia,
349.0,3,62.0,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,
125.0,1,17.92,1,Poznań Łazarz ul. Strusia,
722.0,4,91.0,4,Poznań Winogrady ul. Naramowicka Serbska,
324.0,3,68.0,5,Poznań Wilda ul. Hetmańska,
606.952,3,51.2,1,Poznań Grunwald ul. Heweliusza 3,
371.07,2,53.01,5,Poznań Jeżyce ul. Poznańska 1-3,
359.0,3,55.0,4,Poznań Piątkowo Winogrady ul. Mateckiego,
278.0,3,59.4,2,Poznań Rataje ul. Falista, drugie piÄ™tro 
448.185,4,81.37,2,Poznań Grunwald, drugie piÄ™tro 
243.0,3,64.0,3,Poznań Głuszyna Starołęka Rataje ul. Głuszyna, trzecie
338.8,3,60.5,1,Poznań Poznań-Grunwald ul. Jana Matejki,
238.0,2,38.0,1,Poznań Rataje ul. Os.Piastowskie,
295.0,2,50.0,4,Poznań Wilda ul. Dolina,
215.0,2,39.0,2,Poznań Dębiec Wilda ul. Czeremchowa Miejsce Garażowe!, drugie piÄ™tro 
240.0,2,47.0,13,Poznań Stare Miasto Winogrady ul. Os. Zwycięstwa,
428.85,2,57.18,1,Poznań Naramowice ul. Karpia,
320.0,3,64.0,2,Poznań Stare Miasto ul. Os. B Śmialego, drugie piÄ™tro 
550.0,4,79.0,1,Poznań Rataje ul. Szczytnicka,
200.0,1,35.48,4,Poznań Łazarz,
414.0,2,55.0,2,Poznań Grunwald ul. Grunwaldzka, drugie piÄ™tro 
250.0,2,40.0,5,Poznań,
495.0,4,130.0,1,Poznań Strzeszyn,
240.0,3,63.0,10,Poznań Dębiec,
259.904,2,41.92,1,Poznań Piątkowo ul. Kurpińskiego,
333.0,4,64.0,1,Poznań Rataje ul. Bliźniąt,
325.0,2,46.62,3,Poznań Stare Miasto Winogrady, trzecie
210.0,2,51.0,2,Poznań Grunwald Łazarz ul. Chociszewskiego Hetmańska Kasprzaka, drugie piÄ™tro 
180.0,1,27.0,8,Poznań Winogrady Naramowice Piątkowo Sołacz Jeży ul. Kosmonautów,
449.0,4,124.0,2,Poznań Wilda ul. Traugutta, drugie piÄ™tro 
298.0,3,64.3,1,PoznaÅ Grunwald ul. Raszkowska,
193.551,2,48.4,2,Poznań ul. Półwiejska, drugie piÄ™tro 
312.0,2,53.0,2,Poznań Strzeszyn ul. Literacka, drugie piÄ™tro 
279.0,2,48.02,2,Poznań Grunwald ul. Chociszewskiego, drugie piÄ™tro 
178.0,1,31.0,2,Poznań Piątkowo Podolany Suchy Las ul. Os. Poziomkowe, drugie piÄ™tro 
309.204,2,49.08,2,Poznań Poznań-Grunwald ul. Bosa, drugie piÄ™tro 
731.5,4,77.0,5,Poznań Grunwald ul. Bukowska 76 Bezpośrednio,
513.5,4,90.0,1,Poznań Poznań-Grunwald ul. Jana Matejki,
229.0,2,38.1,1,Poznań Winogrady Stare Miasto ul. Winogrady Slowianska Os. Przyjazni,
419.0,3,91.0,2,Poznań ul. Fabryczna, drugie piÄ™tro 
416.42400000000004,3,68.62,4,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
219.793,2,37.19,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
246.0,2,43.0,1,Poznań Jeżyce Sołacz,
213.158,2,35.73,3,Poznań Winogrady ul. Hawelańska, trzecie
173.0,2,32.0,1,Poznań Grunwald Górczyn Łazarz Centrum Ogrody ul. Keplera - Polecam!!!,
443.967,4,77.58,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
424.958,3,72.0,1,Poznań Grunwald ul. Kamiennogórska,
364.0,2,65.0,2,Poznań Poznań-Grunwald ul. Jana Matejki, drugie piÄ™tro 
375.0,3,91.0,2,Poznań Jeżyce ul. Polna, drugie piÄ™tro 
209.75799999999998,2,43.3,1,Poznań Baranowo Baranowo ul. Szmotulska,
296.421,2,51.14,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
619.0,4,82.0,4,Poznań Rataje,
179.0,1,30.89,1,Poznań ul. Dolina,
240.0,2,44.0,3,Poznań Grunwald ul. Marcelińska (2 Pok W Cenie Kawalerki), trzecie
214.0,2,38.0,1,Poznań Winogrady ul. Os. Przyjaźni,
570.0,3,76.0,1,Poznań Łazarz ul. Artura Grottgera 15/14,
339.0,2,40.0,1,Poznań Stare Miasto ul. Szewska 3/1,
367.221,3,57.83,2,Poznań Jeżyce ul. Botaniczna, drugie piÄ™tro 
420.0,3,64.0,2,Poznań Zawady, drugie piÄ™tro 
245.0,3,48.0,3,Poznań Grunwald ul. Bułgarska, trzecie
320.0,2,49.3,4,Poznań Stare Miasto Winogrady ul. Wilczak,
277.55,2,45.5,3,Poznań Winogrady ul. Hawelańska, trzecie
327.0,3,60.9,1,Poznań Naramowice ul. Błażeja,
270.0,2,50.0,1,Poznań Piątkowo ul. Os. Jana Sobieskiego,
195.0,1,31.0,5,Poznań Piątkowo Winogrady Sołacz Naramowice Cent ul. Batorego - Polecam!!!,
211.043,1,36.0,3,Poznań Stare Miasto Centrum Garbary ul. Garbary Szyperska Piaskowa, trzecie
200.0,1,31.0,10,Poznań Rataje Chartowo Starołęka Malta ul. Czecha,
210.0,2,38.0,2,Poznań Winogrady ul. Os.Przyjażni, drugie piÄ™tro 
645.0,3,79.3,1,Poznań Stare Miasto ul. Szyperska,
359.0,3,62.2,1,Poznań Podolany ul. Omańkowskiej,
169.0,1,27.0,8,Poznań Winogrady Piątkowo ul. Os. Kosmonautów,
446.0,2,60.0,2,Poznań Łazarz ul. Grottgera 15/15, drugie piÄ™tro 
251.697,2,52.46,1,Poznań ul. Grudzińskiego 7 Swarzędz,
364.695,3,59.3,3,Poznań Winogrady ul. Hawelańska, trzecie
279.0,1,41.33,1,Poznań Winogrady ul. Żniwna,
320.0,3,53.0,1,Poznań Winogrady ul. Os. Zwycięstwa,
321.845,3,54.55,1,Poznań Grunwald ul. Barwicka,
326.76099999999997,3,54.01,1,Poznań Winogrady ul. Hawelańska,
449.0,4,128.9,2,Poznań Centrum ul. Zeylanda, drugie piÄ™tro 
325.0,2,64.9,4,Poznań Stare Miasto Winogrady ul. Osiedle Zwycięstwa,
270.0,2,52.6,1,Poznań ul. Głogowska,
339.0,2,40.0,1,Poznań Stare Miasto ul. Szewska,
241.82,2,45.2,2,Poznań Rataje ul. Bnińska, drugie piÄ™tro 
375.0,2,47.4,1,Poznań Malta Nowe Miasto Polanka Katowicka ul. Nowe Miasto Malta Katowicka,
305.0,3,67.0,1,Poznań Grunwald Łazarz ul. Józefa Chociszewskiego,
230.063,2,38.28,5,Poznań Nowe Miasto ul. Smolna 13 D,
245.0,2,38.0,3,Poznań Łazarz Grunwald Centrum ul. Jarochowskiego Ul., trzecie
290.222,2,46.81,1,Poznań Łazarz ul. Kasprzaka 13,
369.0,4,93.0,5,Poznań Grunwald,
260.0,2,49.0,8,Poznań Stare Miasto ul. Os. Bolesława Śmiałego,
550.0,3,73.0,1,Poznań Naramowice ul. Karpia,
306.306,2,48.62,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
1100.0,3,85.0,1,Poznań ul. Droga Dębińska,
325.0,3,77.0,1,Poznań Rataje ul. Os. Jagiellońskie,
278.964,2,44.28,7,Poznań Winogrady ul. Hawelańska,
319.0,3,72.0,1,Poznań Grunwald ul. Ul. Kminkowa,
240.0,2,38.0,3,Poznań Rataje ul. Os.Piastowskie, trzecie
280.0,1,173.71,1,Poznań Grunwald Łazarz ul. Bolesława Limanowskiego,
321.0,3,57.02,5,Poznań Winogrady ul. Hawelańska,
349.0,4,72.0,1,Poznań Stare Miasto Piątkowo ul. Os. Bolesława Chrobrego,
314.9,2,61.46,4,Poznań Wilda ul. Dolina,
389.0,3,76.9,10,Poznań Centrum ul. Okolice Półwiejskiej,
377.515,2,63.72,2,Poznań Piątkowo ul. Kurpińskiego, drugie piÄ™tro 
165.0,1,29.0,1,Poznań Łazarz,
184.0,1,29.0,6,Poznań Sołacz Winary Winogrady Bonin ul. Wojska Polskiego,
389.0,3,70.0,3,Poznań Naramowice ul. Rubież, trzecie
309.0,3,64.0,1,Poznań Grunwald ul. Raszkowska,
419.0,4,80.0,1,Poznań Piątkowo ul. Batorego,
198.55,1,36.1,1,Poznań Grunwald ul. Głogowska,
145.0,1,26.1,1,Poznań Wilda ul. Niedziałkowskiego,
249.0,2,46.7,14,Poznań Stare Miasto ul. Wichrowe Wzgórze,
303.08299999999997,3,51.37,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
241.87900000000002,2,39.98,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
259.0,2,50.0,2,Poznań Piątkowo Winogrady Stare Miasto Naramowic ul. Batorego, drugie piÄ™tro 
235.0,2,46.0,1,Poznań Dębiec ul. Azaliowa,
350.0,4,80.0,10,Poznań Rataje,
